gene	product	promoter_name	promoter_pos	gene_start_pos	map_start_pos	map_end_pos
yahC	uncharacterized protein YahC	yahCp5 (No high-quality experim. ev.)	335068	335022	335022	334525
yahD	ankyrin repeat-containing protein YahD				335280	335885
yahE	DUF2877 domain-containing protein YahE				335925	336788
yahF	putative acyl-CoA synthetase YahF				336778	338325
yahG	DUF1116 domain-containing protein YahG	yahEp (No high-quality experim. ev.)	335739	335925	338325	339743
yahH	putative uncharacterized protein YahH				339769	340089
yahH	putative uncharacterized protein YahH				339769	340089
yahH	putative uncharacterized protein YahH				339769	340089
yahH	putative uncharacterized protein YahH				339769	340089
yahI	carbamate kinase-like protein YahI				340165	341115
yahJ	putative deaminase with metallo-dependent hydrolase domain				341125	342507
yahK	aldehyde reductase, NADPH-dependent				342884	343933
yahL	uncharacterized protein YahL				344176	344991
yahM	uncharacterized protein YahM	yahMp4 (No high-quality experim. ev.)	345252	345404	345404	345649
yahN	putative amino acid exporter				346337	345666
yahO	DUF1471 domain-containing protein YahO	yahOp (Experim. ev.)	346432	346484	346484	346759
prpR	DNA-binding transcriptional dual regulator PrpR	prpRp (No high-quality experim. ev.)	348471	348443	348443	346857
prpB	2-methylisocitrate lyase	prpBp (No high-quality experim. ev.)	348646	348682	348682	349572
prpC	2-methylcitrate synthase	prpBp (No high-quality experim. ev.)	348646	348682	350012	351181
prpD	2-methylcitrate dehydratase				351215	352666
prpE	propionyl-CoA synthetase	prpBp (No high-quality experim. ev.)	348646	348682	352706	354592
codB	cytosine transporter	codBp (Experim. ev.)	354884	354922	354922	356181
codA	cytosine/isoguanine deaminase	codBp (Experim. ev.)	354884	354922	356171	357454
cynR	DNA-binding transcriptional dual regulator CynR	cynRp (Experim. ev.)	358709	358690	358690	357791
cynT	carbonic anhydrase 1	cynTp (Experim. ev.)	358773	358799	358799	359458
cynS	cyanase				359489	359959
cynX	cyanate transporter	cynTp (Experim. ev.)	358773	358799	359992	361146
lacA	galactosideO-acetyltransferase	lacZp4 (Experim. ev.)	366377	366305	361860	361249
lacY	lactose permease	lacZp4 (Experim. ev.)	366377	366305	363179	361926
lacZ	β-galactosidase	lacZp4 (Experim. ev.)	366377	366305	366305	363231
lacI	DNA-binding transcriptional repressor LacI	lacIp (Experim. ev.)	367538	367510	367510	366428
mhpR	DNA-binding transcriptional activator MhpR	mhpRp1 (Experim. ev.)	368536	368420	368420	367587
mhpA	putative 3-(3-hydroxyphenyl)propanoate/3-hydroxycinnamate hydroxylase	mhpAp (Experim. ev.)	368519	368611	368611	370275
mhpB	3-carboxyethylcatechol 2,3-dioxygenase	mhpAp (Experim. ev.)	368519	368611	370277	371221
mhpC	2-hydroxy-6-oxononatrienedioate hydrolase				371239	372105
mhpD	2-hydroxypentadienoate hydratase				372115	372924
mhpF	acetaldehyde dehydrogenase (acetylating) MhpF	mhpAp (Experim. ev.)	368519	368611	372921	373871
mhpE	4-hydroxy-2-oxovalerate aldolase	mhpAp (Experim. ev.)	368519	368611	373868	374881
mhpT	3-hydroxyphenylpropionate/3-hydroxycinnamate:H+symporter				375459	376670
yaiL	DUF2058 domain-containing protein YaiL				376772	377311
frmB	S-formylglutathione hydrolase FrmB				378368	377535
frmA	S-(hydroxymethyl)glutathione dehydrogenase				379571	378462
frmR	DNA-binding transcriptional repressor FrmR				379881	379606
yaiO	outer membrane protein YaiO	yaiOp5 (No high-quality experim. ev.)	380973	380842	380842	380069
insC-1	IS2 insertion element repressor InsA				381351	381716
yaiX						
yaiP	putative glucosyltransferase				383935	382739
ykiC	protein YkiC				383960	384079
yaiS	putative deacetylase YaiS				384616	384059
tauA	taurine ABC transporter periplasmic binding protein	tauAp (Experim. ev.)	385205	385232	385232	386194
tauB	taurine ABC transporter ATP binding subunit				386207	386974
tauC	taurine ABC transporter membrane subunit	tauAp (Experim. ev.)	385205	385232	386971	387798
tauD	α-ketoglutarate-dependent taurine dioxygenase	tauAp (Experim. ev.)	385205	385232	387795	388646
hemB	porphobilinogen synthase	hemBp7 (No high-quality experim. ev.)	389861	389727	389727	388753
insF-2	IS3 element protein InsF				392605	391739
yaiT						
iprA	putative DNA-binding transcriptional regulator IprA	yaiVp4 (No high-quality experim. ev.)	394461	394506	394506	395129
ampH	peptidoglycan DD-carboxypeptidase/peptidoglycan DD-endopeptidase	ampHp1 (Experim. ev.)	396363	396287	396287	395130
sbmA	peptide antibiotic transporter	sbmAp (Experim. ev.)	396553	396639	396639	397859
yaiW	surface-exposed outer membrane lipoprotein	sbmAp (Experim. ev.)	396553	396639	397872	398966
yaiY	inner membrane protein	yaiYp6 (No high-quality experim. ev.)	399547	399333	399333	399025
yaiZ	DUF2754 domain-containing protein YaiZ	yaiZp6 (No high-quality experim. ev.)	399444	399593	399593	399805
ddlA	D-alanine—D-alanine ligase A				400923	399829
iraP	anti-adaptor protein for σSstabilization	iraPp1 (Experim. ev.)	401319	401386	401386	401646
phoA	alkaline phosphatase	phoAp (No high-quality experim. ev.)	401707	401747	401747	403162
psiF	PsiF family protein	psiFp (Experim. ev.)	403231	403281	403281	403601
dgcC	diguanylate cyclase DgcC	adrAp (Experim. ev.)	403687	403703	403703	404818
proC	pyrroline-5-carboxylate reductase	proCp (Experim. ev.)	405686	405644	405644	404835
yaiI	DUF188 domain-containing protein YaiI	yaiIp7 (No high-quality experim. ev.)	405698	405764	405764	406222
aroL	shikimate kinase 2	aroLp (Experim. ev.)	406280	406405	406405	406929
yaiA	protein YaiA	aroLp (Experim. ev.)	406280	406405	406979	407170
aroM	protein AroM	aroMp (Experim. ev.)	407400	407428	407428	408105
ppnP	nucleoside phosphorylase PpnP	yaiEp (Experim. ev.)	408148	408177	408177	408461
ykiA	DUF2773 domain-containing protein YkiA				408609	408950
ykiD	protein YkiD				408947	409030
rdgC	nucleoid-associated protein RdgC				410019	409108
mak	fructokinase	makp4 (No high-quality experim. ev.)	410118	410144	410144	411052
araJ	putative transport protein AraJ	araJp (Experim. ev.)	412529	412481	412481	411297
sbcC	ATP dependent, structure specific DNA nuclease - SbcC subunit	sbcCp2 (No high-quality experim. ev.)	415847	415753	415753	412607
sbcD	ATP dependent, structure specific DNA nuclease - SbcD subunit	sbcDp (No high-quality experim. ev.)	416977	416952	416952	415750
phoB	DNA-binding transcriptional dual regulator PhoB	phoBp (No high-quality experim. ev.)	417101	417142	417142	417831
phoR	sensor histidine kinase PhoR	phoBp (No high-quality experim. ev.)	417101	417142	417889	419184
brnQ	branched chain amino acid transporter BrnQ	brnQp (Experim. ev.)	419488	419591	419591	420910
proY	putative transporter ProY				420986	422359
malZ	maltodextrin glucosidase				422518	424332
acpH	acyl carrier protein phosphodiesterase				424918	424337
queA	tRNA preQ134S-adenosylmethionine ribosyltransferase-isomerase				425011	426081
tgt	tRNA-guanine transglycosylase	tgtp (Experim. ev.)	426055	426137	426137	427264
yajC	Sec translocon accessory complex subunit YajC	yajCp (Experim. ev.)	427205	427287	427287	427619
secD	Sec translocon accessory complex subunit SecD	yajCp (Experim. ev.)	427205	427287	427647	429494
secF	Sec translocon accessory complex subunit SecF	yajCp (Experim. ev.)	427205	427287	429505	430476
yajD	HNH nuclease family protein YajD	yajDp6 (No high-quality experim. ev.)	430469	430605	430605	430952
tsx	nucleoside-specific channel-forming protein Tsx	tsxp1 (Experim. ev.)	432245	432013	432013	431129
yajI	putative lipoprotein YajI				432851	432312
nrdR	NrdR transcriptional repressor	nrdRp (No high-quality experim. ev.)	432977	433002	433002	433451
ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	nrdRp (No high-quality experim. ev.)	432977	433002	433455	434558
ribE	6,7-dimethyl-8-ribityllumazine synthase	ribEp (Experim. ev.)	434504	434647	434647	435117
nusB	transcription antitermination protein NusB	ribEp (Experim. ev.)	434504	434647	435137	435556
thiL	thiamine monophosphate kinase	ribEp (Experim. ev.)	434504	434647	435634	436611
pgpA	phosphatidylglycerophosphatase A	ribEp (Experim. ev.)	434504	434647	436589	437107
yajO	1-deoxyxylulose-5-phosphate synthase YajO	xseBp (No high-quality experim. ev.)	441373	441343	438135	437161
dxs	1-deoxy-D-xylulose-5-phosphate synthase	xseBp (No high-quality experim. ev.)	441373	441343	440177	438315
ispA	geranyl diphosphate/farnesyl diphosphate synthase	xseBp (No high-quality experim. ev.)	441373	441343	441101	440202
xseB	exodeoxyribonuclease VII subunit XseB	xseBp (No high-quality experim. ev.)	441373	441343	441343	441101
thiI	tRNA uridine 4-sulfurtransferase	thiIp (Experim. ev.)	441468	441549	441549	442997
yajL	protein/nucleic acid deglycase 3	yajLp2 (No high-quality experim. ev.)	443748	443641	443641	443051
panE	2-dehydropantoate 2-reductase				444515	443604
yajQ	nucleotide binding protein	yajQp (Experim. ev.)	444658	444683	444683	445174
yajR	putative transport protein YajR				446666	445302
cyoE	heme O synthase	cyoEp3 (No high-quality experim. ev.)	447770	447705	447705	446815
cyoD	cytochromebo3ubiquinol oxidase subunit 4	cyoAp (Experim. ev.)	451653	451610	448046	447717
cyoC	cytochromebo3ubiquinol oxidase subunit 3	cyoAp (Experim. ev.)	451653	451610	448660	448046
cyoB	cytochromebo3ubiquinol oxidase subunit 1	cyoAp (Experim. ev.)	451653	451610	450641	448650
cyoA	cytochromebo3ubiquinol oxidase subunit 2	cyoAp (Experim. ev.)	451653	451610	451610	450663
ampG	muropeptide:H+symporter				453545	452070
yajG	putative lipoprotein YajG	yajGp (Experim. ev.)	454210	454167	454167	453589
bolA	DNA-binding transcriptional dual regulator BolA	bolAp2 (Experim. ev.)	454349	454472	454472	454789
tig	trigger factor	tigp1 (Experim. ev.)	454993	455133	455133	456431
clpP	ClpP serine protease	clpPp1 (Experim. ev.)	456577	456677	456677	457300
clpX	ClpX ATP-dependent protease specificity component and chaperone	clpXp (Experim. ev.)	457202	457426	457426	458700
lon	Lon protease	lonp (Experim. ev.)	458815	458888	458888	461242
hupB	DNA-binding protein HU-β	hupBp4 (Experim. ev.)	461305	461451	461451	461723
ppiD	periplasmic folding chaperone	ppiDp2 (Experim. ev.)	461819	461915	461915	463786
ybaV	helix-hairpin-helix 3 family protein				463937	464308
fadM	thioesterase III	fadMp1 (No high-quality experim. ev.)	464360	464402	464402	464800
queC	7-cyano-7-deazaguanine synthase				465547	464852
ybaE	uncharacterized protein YbaE				467312	465612
cof	HMP-PP phosphatase				467412	468230
decR	DNA-binding transcriptional activator DecR	decRp (No high-quality experim. ev.)	468352	468383	468383	468841
mdlA	ABC transporter family protein MdlA				468871	470643
mdlB	ABC transporter family protein MdlB				470636	472417
glnK	nitrogen regulator GlnK	glnKp (No high-quality experim. ev.)	472556	472598	472598	472936
amtB	ammonia / ammonium transporter	glnKp (No high-quality experim. ev.)	472556	472598	472966	474252
tesB	acyl-CoA thioesterase II	tesBp (Experim. ev.)	475201	475161	475161	474301
ybaY	PF09619 family lipoprotein YbaY	ybaYp3 (No high-quality experim. ev.)	475245	475379	475379	475951
atl	DNA base-flipping protein				476371	475982
ffs	signal recognition particle 4.5S RNA	ffsp6 (No high-quality experim. ev.)	476288	476448	476448	476561
ybaA	DUF1428 domain-containing protein YbaA				476672	477025
pdeB	c-di-GMP phosphodiesterase PdeB				478617	477067
ylaC	putative inner membrane protein	ylaCp (Experim. ev.)	479288	479251	479251	478781
maa	maltoseO-acetyltransferase				479918	479367
hha	haemolysin expression-modulating protein Hha	hhap6 (No high-quality experim. ev.)	480503	480308	480308	480090
tomB	Hha toxicity modulator TomB	tomBp1 (Experim. ev.)	480794	480708	480708	480334
acrB	multidrug efflux pump RND permease AcrB	acrBp (Experim. ev.)	484685	484403	484403	481254
acrA	multidrug efflux pump membrane fusion lipoprotein AcrA	acrAp (Experim. ev.)	485698	485619	485619	484426
acrR	DNA-binding transcriptional repressor AcrR	acrRp (No high-quality experim. ev.)	485699	485761	485761	486408
mscK	potassium dependent, small conductance mechanosensitive channel	kefAp (Experim. ev.)	486492	486536	486536	489898
ybaM	DUF2496 domain-containing protein YbaM	ybaMp3 (No high-quality experim. ev.)	490324	490271	490271	490110
priC	primosomal replication protein N''				490812	490285
ybaN	DUF454 domain-containing inner membrane protein YbaN	ybaNp1 (No high-quality experim. ev.)	490718	490882	490882	491259
apt	adenine phosphoribosyltransferase	aptp (Experim. ev.)	491310	491412	491412	491963
dnaX	DNA polymerase III subunit γ	dnaXp (Experim. ev.)	492056	492092	492092	494023
ybaB	putative nucleoid-associated protein YbaB	ybaBp (Experim. ev.)	493709	494076	494076	494405
recR	DNA repair protein RecR				494405	495010
htpG	chaperone protein HtpG	htpGp3 (No high-quality experim. ev.)	494817	495120	495120	496994
adk	adenylate kinase	adkp (No high-quality experim. ev.)	497139	497175	497175	497819
hemH	ferrochelatase	hemHp (Experim. ev.)	498031	498055	498055	499017
aes	acetylesterase	aesp (Experim. ev.)	500051	499973	499973	499014
gsk	inosine/guanosine kinase				500125	501429
ybaL	putative transporter YbaL	ybaLp (Experim. ev.)	503295	503238	503238	501562
fsr	fosmidomycin efflux pump	fsrp9 (No high-quality experim. ev.)	504855	504696	504696	503476
ushA	5'-nucleotidase / UDP-sugar hydrolase	ushAp6 (No high-quality experim. ev.)	504886	504914	504914	506566
ybaK	Cys-tRNAProand Cys-tRNACysdeacylase				507082	506603
chiX	small regulatory RNA ChiX	chiXp (Experim. ev.)	507204	507204	507204	507287
ybaP	TraB family protein YbaP	ybaPp6 (No high-quality experim. ev.)	508284	508080	508080	507286
ybaQ	DNA-binding transcriptional regulator YbaQ	ybaQp3 (No high-quality experim. ev.)	508174	508218	508218	508559
copA	soluble Cu+chaperone				511379	508875
glsA	glutaminase 1	glsAp (Experim. ev.)	511573	511641	511641	512573
ybaT	putative transporter YbaT	glsAp (Experim. ev.)	511573	511641	512576	513868
cueR	DNA-binding transcriptional dual regulator CueR	cueRp6 (No high-quality experim. ev.)	513974	513993	513993	514400
ybbJ	NfeD-like family protein YbbJ	ybbJp1 (No high-quality experim. ev.)	515077	514859	514859	514401
qmcA	PHB domain-containing protein QmcA	qmcAp (Experim. ev.)	515823	515773	515773	514856
fetA	putative iron ABC exporter ATP-binding subunit FetA	ybbLp6 (No high-quality experim. ev.)	515892	515919	515919	516596
fetB	putative iron ABC exporter membrane subunit FetB				516583	517362
cnoX	chaperedoxin	ybbNp2 (No high-quality experim. ev.)	518568	518279	518279	517425
ybbO	NADP+-dependent aldehyde reductase	ybbOp4 (No high-quality experim. ev.)	519329	519149	519149	518340
tesA	multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	tesAp (No high-quality experim. ev.)	519949	519765	519765	519139
ybbA	putative ABC transporter ATP-binding protein YbbA				519733	520419
ybbP	putative ABC transporter membrane subunit YbbP				520416	522830
rhsD	protein RhsD	rhsDp8 (No high-quality experim. ev.)	523066	523261	523261	527541
ybbC	PF15631 family protein YbbC	rhsDp8 (No high-quality experim. ev.)	523066	523261	527581	527949
ylbH	putative RHS domain-containing protein YlbH				527949	528659
ybbD	putative uncharacterized protein YbbD				528640	529130
ylbI	RHS element protein YlbI				529497	529592
ylbG	putative DNA-binding transcriptional regulator YlbG				530016	529645
selU	tRNA 2-selenouridine synthase	selUp5 (No high-quality experim. ev.)	531362	531226	531226	530132
allS	DNA-binding transcriptional activator AllS	allSp (Experim. ev.)	532300	532221	532221	531295
allA	ureidoglycolate lyase	allAp (Experim. ev.)	532390	532451	532451	532933
allR	DNA-binding transcriptional repressor AllR				533011	533826
gcl	glyoxylate carboligase	gclp (No high-quality experim. ev.)	533907	533916	533916	535697
hyi	hydroxypyruvate isomerase	gclp (No high-quality experim. ev.)	533907	533916	535710	536486
glxR	tartronate semialdehyde reductase 2	gclp (No high-quality experim. ev.)	533907	533916	536586	537464
ybbW	putative allantoin transporter				537633	539087
allB	allantoinase	allBp3 (Experim. ev.)	538944	539147	539147	540508
ybbY	putative purine transporter				540565	541866
glxK	glycerate 2-kinase 2				541888	543033
allE	(S)-ureidoglycine aminohydrolase				544046	543261
allC	allantoate amidohydrolase	allDp (No high-quality experim. ev.)	546411	546363	545292	544057
allD	ureidoglycolate dehydrogenase	allDp (No high-quality experim. ev.)	546411	546363	546363	545314
fdrA	putative acyl-CoA synthetase FdrA	fdrAp4 (No high-quality experim. ev.)	546506	546680	546680	548347
ylbE	DUF1116 domain-containing protein YlbE	fdrAp4 (No high-quality experim. ev.)	546506	546680	548357	549616
ylbF	DUF2877 domain-containing protein YlbF				549627	550442
ybcF	putative carbamate kinase				550439	551332
purK	5-(carboxyamino)imidazole ribonucleotide synthase				552594	551527
purE	N5-carboxyaminoimidazole ribonucleotide mutase				553100	552591
lpxH	UDP-2,3-diacylglucosamine diphosphatase				553940	553218
ppiB	peptidyl-prolylcis-transisomerase B				554437	553943
cysS	cysteine—tRNA ligase	cysSp (Experim. ev.)	554577	554611	554611	555996
ybcI	PF04307 family inner membrane protein YbcI	ybcIp5 (No high-quality experim. ev.)	556632	556553	556553	556032
ybcJ	putative RNA-binding protein YbcJ	ybcJp7 (No high-quality experim. ev.)	557025	556873	556873	556661
folD	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/ 5,10-methylene-tetrahydrofolate cyclohydrolase	folDp (Experim. ev.)	557781	557741	557741	556875
sfmA	putative fimbrial protein SfmA	sfmAp4 (No high-quality experim. ev.)	558062	558212	558212	558754
sfmC	putative fimbrial chaperone SfmC				558974	559666
sfmD	putative fimbrial usher protein SfmD				559697	562300
sfmH	putative fimbrial adhesin protein SfmH				562336	563319
sfmF	putative fimbrial protein SfmF				563330	563845
fimZ	putative LuxR family transcriptional regulator FimZ	fimZp3 (No high-quality experim. ev.)	564607	564480	564480	563848
